"icao_code","iata_code","name","city","country","latitude","longitude","altitude","timezone","dst","type","source"
"ZUZY","ZYI","Zunyi Xinzhou Airport","Zunyi","China","27.5895","107.0007","2920","8","N","airport","OurAirports"
"KHYW","\N","Conway Horry County Airport","Conway","United States","33.82849884","-79.12220001","35","-5","A","airport","OurAirports"
"ZYLD","LDS","Lindu Airport","Yinchun","China","47.7520555556","129.019125","791","8","N","airport","OurAirports"
"ZUAS","AVA","Anshun Huangguoshu Airport","Anshun","China","26.2605555556","105.873333333","4812","8","N","airport","OurAirports"
"GASK","KSS","Sikasso Airport","Sikasso","Mali","11.333000183105469","-5.699999809265137","1378","0","N","airport","OurAirports"
"YBWW","WTB","Toowoomba Wellcamp Airport","Toowoomba","Australia","-27.558332","151.793335","1509","10","N","airport","OurAirports"
"ZYTN","TNH","Tonghua Sanyuanpu Airport","Tonghua","China","42.2538888889","125.703333333","1200","8","N","airport","OurAirports"
"ZSSZ","SZV","Suzhou Guangfu Airport","Suzhou","China","31.2631","120.401001","0","8","N","airport","OurAirports"
"EGCB","\N","City Airport Manchester","Manchester","United Kingdom","53.471698761","-2.38971996307","73","0","U","airport","OurAirports"
"EGCV","\N","Sleap Airport","Shrewsbury","United Kingdom","52.8339004517","-2.77167010307","275","0","U","airport","OurAirports"
"EGBM","\N","Tatenhill Airfield","Burton-on-Trent","United Kingdom","52.8147010803","-1.76110994816","439","0","U","airport","OurAirports"
"EGNU","\N","Full Sutton Airfield","York","United Kingdom","53.980598","-0.864722","86","0","U","airport","OurAirports"
"EGCJ","\N","Sherburn-In-Elmet Airfield","Leeds","United Kingdom","53.788458","-1.216877","26","0","U","airport","OurAirports"
"WAOM","\N","Beringin Airport","Muara Teweh","Indonesia","-0.940325021744","114.893875122","126","7","N","airport","OurAirports"
"WAJM","LII","Mulia Airport","Mulia","Indonesia","-3.7018","137.957","6527","9","N","airport","OurAirports"
"WASB","NTI","Stenkol Airport","Bintuni","Indonesia","-2.1033","133.5164","57","9","N","airport","OurAirports"
"WASW","WSR","Wasior Airport","Wasior","Indonesia","-2.721","134.5061","49","9","N","airport","OurAirports"
"WIMN","DTB","Silangit Airport","Siborong-Borong","Indonesia","2.25973","98.991898","4700","7","N","airport","OurAirports"
"WITG","\N","Lasikin Airport","Sinabang","Indonesia","2.4102799892425537","96.32559967041016","19","7","N","airport","OurAirports"
"WITC","MEQ","Seunagan Airport","Nagan Raya","Indonesia","4.25","96.21700286865234","10","7","N","airport","OurAirports"
"WAWB","BUW","Betoambari Airport","Bau-Bau","Indonesia","-5.486879825592041","122.56900024414062","164","8","N","airport","OurAirports"
"WAMK","KAZ","Kao Airport","Kao","Indonesia","1.1852799654006958","127.89600372314452","27","9","N","airport","OurAirports"
"WAMN","MNA","Melangguane Airport","Melonguane","Indonesia","4.00694","126.672997","3","8","N","airport","OurAirports"
"WRLA","SGQ","Sanggata/Sangkimah Airport","Sanggata","Indonesia","0.3847","117.543","60","8","N","airport","OurAirports"
"WIPI","BUU","Muara Bungo Airport","Muara Bungo","Indonesia","-1.1278","102.135","214","7","N","airport","OurAirports"
"WAWH","\N","Selayar/Aroepala Airport","Selayar","Indonesia","-6.1751","120.4362","30","8","N","airport","OurAirports"
"WABL","ILA","Illaga Airport","Illaga","Indonesia","-3.97648","137.6225","7989","9","N","airport","OurAirports"
"WAJO","OKL","Oksibil Airport","Oksibil","Indonesia","-4.9071","140.6277","4315","9","N","airport","OurAirports"
"WABN","KOX","Kokonau Airport","Kokonau","Indonesia","-4.71075","136.43515","59","9","N","airport","OurAirports"
"YCMT","CMQ","Clermont Airport","Clermont","Australia","-22.773099899291992","147.62100219726562","908","10","N","airport","OurAirports"
"YWBL","WMB","Warrnambool Airport","Warrnambool","Australia","-38.2952995300293","142.44700622558594","242","10","O","airport","OurAirports"
"YRMD","RCM","Richmond Airport","Richmond","Australia","-20.70190048217773","143.11500549316406","676","10","N","airport","OurAirports"
"YCIN","DCN","RAAF Base Curtin","Derby","Australia","-17.5813999176","123.82800293","300","8","N","airport","OurAirports"
"WIMM","KNO","Kualanamu International Airport","Medan","Indonesia","3.642222","98.885278","23","7","N","airport","OurAirports"
"KAMN","AMN","Gratiot Community Airport","Kamloops","Canada","43.322101593","-84.68800354","754","-7","A","airport","OurAirports"
"KHBI","\N","Asheboro Regional Airport","Asheboro","United States","35.65449905","-79.8946991","671","-5","A","airport","OurAirports"
"RKTP","HMY","Seosan Air Base","Seosan","South Korea","36.703999","126.486","39","9","N","airport","OurAirports"
"KACZ","\N","Henderson Field","Wallace","United States","34.717899322509766","-78.00360107421875","39","-5","A","airport","OurAirports"
"KEMV","\N","Emporia Greensville Regional Airport","Emporia","United States","36.6869010925293","-77.48280334472656","127","-5","A","airport","OurAirports"
"KEMT","EMT","San Gabriel Valley Airport","El Monte","United States","34.086102","-118.035004","296","-8","E","airport","OurAirports"
"OAFR","FAH","Farah Airport","Farah","Afghanistan","32.367000579833984","62.18299865722656","3083","4.3","N","airport","OurAirports"
"VEPG","IXT","Pasighat Airport","Pasighat","India","28.06609916687012","95.33560180664062","477","5.3","N","airport","OurAirports"
"KI16","\N","Kee Field","Pineville","United States","37.600399017333984","-81.5593032836914","1783","-5","A","airport","OurAirports"
"UKCK","KRQ","Kramatorsk Airport","Kramatorsk","Ukraine","48.70560073852539","37.62889862060547","646","2","E","airport","OurAirports"
"ENKA","QKX","Kautokeino Air Base","Kautokeino","Norway","69.04029846191406","23.03400039672852","1165","1","U","airport","OurAirports"
"LFQO","\N","Lille/Marcq-en-Baroeul Airport","Marcq En Baroeul","France","50.687198638916016","3.0755600929260254","69","1","E","airport","OurAirports"
"GUKR","\N","Kawass Airport","Kamsar","Guinea","10.651000022888","-14.533599853516","36","1","E","airport","OurAirports"
"KSSF","SSF","Stinson Municipal Airport","Stinson","United States","29.336999893188","-98.471099853516","577","-5","A","airport","OurAirports"
"KJSV","\N","Sallisaw Municipal Airport","Sallisaw","United States","35.4382019","-94.80280304","527","-5","A","airport","OurAirports"
"KJAS","JAS","Jasper County Airport-Bell Field","Jasper","United States","30.88570023","-94.03489685","213","-5","A","airport","OurAirports"
"K87K","\N","El Dorado Springs Memorial Airport","El dorado springs","United States","37.8567008972168","-93.99909973144533","931","-5","A","airport","OurAirports"
"KMRF","MRF","Marfa Municipal Airport","Marfa","United States","30.371099","-104.017997","4849","-5","A","airport","OurAirports"
"KE38","ALE","Alpine Casparis Municipal Airport","Alpine","United States","30.3841991425","-103.683998108","4515","-5","A","airport","OurAirports"
"GGBU","BQE","Bubaque Airport","Bubaque","Guinea-Bissau","11.297355651855469","-15.838079452514648","0","0","N","airport","OurAirports"
"MMCT","CZA","Chichen Itza International Airport","Chichen Itza","Mexico","20.6413002014","-88.4461975098","102","-6","S","airport","OurAirports"
"YBUN","BUY","Bunbury Airport","Bunbury","Australia","-33.378299713134766","115.677001953125","53","8","U","airport","OurAirports"
"KCCB","CCB","Cable Airport","Upland","United States","34.1115989685","-117.68800354","1444","-8","A","airport","OurAirports"
"KIOB","\N","Mount Sterling Montgomery County Airport","Mount Sterling","United States","38.05810165","-83.979599","1019","-5","A","airport","OurAirports"
"KEKM","EKI","Elkhart Municipal Airport","Elkhart","United States","41.7193984985","-86.00319671630001","778","-5","A","airport","OurAirports"
"KC03","\N","Nappanee Municipal Airport","Nappanee ","United States","41.44620132446289","-85.93479919433594","860","-5","A","airport","OurAirports"
"KCUB","CUB","Jim Hamilton L.B. Owens Airport","Columbia","United States","33.970500946","-80.9952011108","193","-4","A","airport","OurAirports"
"KGMJ","\N","Grove Municipal Airport","Grove","United States","36.60680008","-94.73860168","831","-5","A","airport","OurAirports"
"KMPR","\N","Mc Pherson Airport","Mc Pherson","United States","38.35240173","-97.69129944","1498","-5","A","airport","OurAirports"
"KGYH","GDC","Donaldson Field Airport","Greenville","United States","34.758301","-82.376404","955","-4","A","airport","OurAirports"
"KPXE","\N","Perry Houston County Airport","Perry","United States","32.51060104370117","-83.76730346679688","418","-4","A","airport","OurAirports"
"KHVS","HVS","Hartsville Regional Airport","Hartsville","United States","34.4030990601","-80.11920166019999","364","-5","A","airport","OurAirports"
"KIGX","\N","Horace Williams Airport","Chapel Hill","United States","35.935001","-79.065902","512","-5","A","airport","OurAirports"
"MMSC","SZT","San Cristobal de las Casas Airport","San Cristobal de las Casas","Mexico","16.690299987793","-92.530097961426","7707","-6","N","airport","OurAirports"
"CDU9","DU9","Dunnville Airport","Dunnville","Canada","42.8722000122","-79.5958023071","600","-5","A","airport","OurAirports"
"KSUT","\N","Brunswick County Airport","Oak Island","United States","33.9292984","-78.07499695","24","-5","A","airport","OurAirports"
"KFCI","\N","Chesterfield County Airport","Richmond","United States","37.40650177","-77.52500153","236","-4","A","airport","OurAirports"
"YATN","\N","Atherton Airport","Atherton","Australia","-17.2616996765","145.51499939","2450","10","O","airport","OurAirports"
"UIUB","\N","Bagdarin Airport","Bagdarin","Russia","54.36920166015625","113.47899627685548","3084","8","N","airport","OurAirports"
"MPRH","RIH","Scarlett Martinez International Airport","Rio Hato","Panama","8.375880241394","-80.127899169922","105","-5","U","airport","OurAirports"
"KHNZ","\N","Henderson Oxford Airport","Oxford","United States","36.36159897","-78.52919769","526","-5","A","airport","OurAirports"
"KLEE","LEE","Leesburg International Airport","Leesburg","United States","28.82309914","-81.80870056","76","-5","A","airport","OurAirports"
"UUBL","\N","Semyazino Airport","Vladimir","Russia","56.12670135498047","40.31499862670898","554","3","N","airport","OurAirports"
"FATW","\N","Witberg Tswalu Airport","Dedeben","South Africa","-27.20499992370605","22.48189926147461","3921","2","N","airport","OurAirports"
"FVMN","\N","Mana Pools Airport","Mana Pools","Zimbabwe","-15.768735","29.385617","1300","2","N","airport","OurAirports"
"SNZA","PPY","Pouso Alegre Airport","Pouso Alegre","Brazil","-22.28919982910156","-45.91910171508789","2904","-3","S","airport","OurAirports"
"SNDV","DIQ","Brigadeiro Cabral Airport","Divinopolis","Brazil","-20.180700302124","-44.870899200439","2608","-3","S","airport","OurAirports"
"URKE","EIK","Yeysk Airport","Eysk","Russia","46.68","38.21","60","3","N","airport","OurAirports"
"UKDB","ERD","Berdyansk Airport","Berdyansk","Ukraine","46.81499862670898","36.75809860229492","171","2","E","airport","OurAirports"
"WARB","BWX","Blimbingsari Airport","Banyuwangi","Indonesia","-8.31015","114.3401","112","7","N","airport","OurAirports"
"ZBER","ERL","Erenhot Saiwusu International Airport","Erenhot","China","43.4225","112.096667","3301","8","N","airport","OurAirports"
"EGBS","\N","Shobdon Aerodrome","Shobdon","United Kingdom","52.2416992188","-2.88110995293","318","0","E","airport","OurAirports"
"KCNO","CNO","Chino Airport","Chino","United States","33.97470093","-117.637001","650","-8","A","airport","OurAirports"
"RJDK","\N","Kamigoto Airport","Shin-kamigoto","Japan","33.0130996704","129.192001343","263","9","N","airport","OurAirports"
"RJDO","\N","Ojika Airport","Odika","Japan","33.1907997131","129.089996338","30","9","N","airport","OurAirports"
"RJTF","\N","Chofu Airport","Tokyo","Japan","35.67169952392578","139.5279998779297","141","9","N","airport","OurAirports"
"RORH","HTR","Hateruma Airport","Taketomi","Japan","24.0589008331","123.805999756","43","9","N","airport","OurAirports"
"KUYF","\N","Madison County Airport","London","United States","39.93270111","-83.46199799","1082","-5","A","airport","OurAirports"
"MUBR","BWW","Las Brujas Airport","Cayo Santa Maria","Cuba","22.6212997437","-79.1472015381","13","-5","A","airport","OurAirports"
"CDG2","\N","Digby (General Hospital) Heliport","Tremblay-en-France","France","44.6161003112793","-65.76190185546875","105","1","E","airport","OurAirports"
"LSZW","\N","Thun Airport","Thun","Switzerland","46.756401062","7.60056018829","1837","1","E","airport","OurAirports"
"UHML","\N","Lavrentiya Airport","Lavrentiya","Russia","65.58000183105469","-170.99667358398438","30","12","N","airport","OurAirports"
"KPRB","PRB","Paso Robles Municipal Airport","Paso Robles","United States","35.67290115","-120.6269989","840","-8","A","airport","OurAirports"
"RKDU","\N","N 104 Helipad","Ulleung","South Korea","37.4791666667","130.895555556","476","9","N","airport","OurAirports"
"ZBAD","PKX","Beijing Daxing International Airport","Beijing","China","39.509945","116.41092","98","8","U","airport","OurAirports"
"EFKY","\N","Kymi Airport","Kotka","Finland","60.5713996887207","26.89609909057617","223","2","E","airport","OurAirports"
"KHAF","HAF","Half Moon Bay Airport","Half Moon Bay","United States","37.5134010315","-122.500999451","66","-8","A","airport","OurAirports"
"ZGHC","HCJ","Hechi Jinchengjiang Airport","Hechi","China","24.805","107.6997","2221","8","U","airport","OurAirports"
"YKDI","\N","Kadina Airport","Kadina","Australia","-33.97669982910156","137.66000366210938","42","9.5","O","airport","OurAirports"
"KWJF","WJF","General WM J Fox Airfield","Lancaster","United States","34.74110031","-118.2190018","2351","-8","A","airport","OurAirports"
"YCWA","CJF","Coondewanna Airport","Coondewanna","Australia","-22.96669960022","118.81300354004","2300","8","N","airport","OurAirports"
"SNGA","GUZ","Guarapari Airport","Guarapari","Brazil","-20.646499633800005","-40.491901397700005","28","-3","S","airport","OurAirports"
"SDUB","UBT","Ubatuba Airport","Ubatuba","Brazil","-23.44109916687012","-45.07559967041016","13","-3","S","airport","OurAirports"
"ORTL","\N","Ali Air Base","Nasiriyah","Iraq","30.935800552368164","46.0900993347168","20","3","U","airport","OurAirports"
"LPOT","\N","Ota Air Base","Ota","Portugal","39.087502","-8.96278","140","1","E","airport","OurAirports"
"YBRL","BOX","Borroloola Airport","Borroloola","Australia","-16.075300216674805","136.302001953125","55","9.5","O","airport","OurAirports"
"EDNF","\N","Elsenthal Grafe Airport","Elsenthal","Germany","48.822498","13.3675","1417","1","E","airport","OurAirports"
"EGAD","\N","Newtownards Airport","Newtownards","United Kingdom","54.5811004639","-5.69193983078","9","0","E","airport","OurAirports"
"EGKH","\N","Lashenden (Headcorn) Airfield","Headcorn","United Kingdom","51.156898","0.641667","72","0","E","airport","OurAirports"
"EGLG","\N","Panshanger Aerodrome","Panshanger","United Kingdom","51.80250167849999","-0.158056005836","249","0","E","airport","OurAirports"
"EGMT","\N","Thurrock Airfield","Thurrock","United Kingdom","51.537505","0.367634","20","0","E","airport","OurAirports"
"EGSG","\N","Stapleford Aerodrome","Stapleford","United Kingdom","51.652500152600005","0.155833005905","183","0","E","airport","OurAirports"
"VOBG","\N","HAL Airport","Bangalore","India","12.9499998093","77.6681976318","2912","5.5","N","airport","OurAirports"
"EGHR","QUG","Chichester/Goodwood Airport","Goodwood","United Kingdom","50.85940170288086","-0.7591670155525208","98","0","E","airport","OurAirports"
"NZOA","\N","Omarama Glider Airport","Omarama","New Zealand","-44.486698150634766","169.98599243164062","1381","12","Z","airport","OurAirports"
"NZHT","\N","Haast Aerodrome","Haast","New Zealand","-43.86529922485352","169.04100036621094","13","12","Z","airport","OurAirports"
"EDKM","\N","Meschede-Schüren Airport","Meschede","Germany","51.30277633666992","8.239167213439941","1434","1","E","airport","OurAirports"
"SEJD","TNW","Jumandy Airport","Tena","Ecuador","-1.059722","-77.583333","1234","-5","S","airport","OurAirports"
"SDHU","\N","Morro da Urca Heliport","Rio de Janeiro","Brazil","-22.95166778564453","-43.16583251953125","692","-3","S","airport","OurAirports"
"ZYFY","FYJ","Dongji Aiport","Fuyuan","China","48.199494","134.366447","0","8","N","airport","OurAirports"
"EKSY","\N","Skúvoy Heliport","Skuvoy","Faroe Islands","61.76959991455078","-6.803410053253174","70","1","E","airport","OurAirports"
"EKSR","\N","Stóra Dímun Heliport","Stora Dimun","Faroe Islands","61.68529891967773","-6.758500099182129","305","1","E","airport","OurAirports"
"EKFA","\N","Frooba Heliport","Frooba","Faroe Islands","61.543701171875","-6.774419784545898","77","1","E","airport","OurAirports"
"KTDF","\N","Person County Airport","Roxboro","United States","36.28490067","-78.98419952","609","-5","A","airport","OurAirports"
"FADQ","PZL","Zulu Inyala Airport","Phinda","South Africa","-27.84939956665039","32.30970001220703","160","2","U","airport","OurAirports"
"ZUPS","LPF","Liupanshui Yuezhao Airport","Liupanshui","China","26.609417","104.979","0","8","N","airport","OurAirports"
"ZUKJ","KJH","Kaili Airport","Kaili","China","26.972","107.988","3115","8","N","airport","OurAirports"
"ZHSN","HPG","Shennongjia Hongping Airport","Shennongjia","China","31.626","110.34","8365","8","N","airport","OurAirports"
"ZBZJ","ZQZ","Zhangjiakou Ningyuan Airport","Zhangjiakou","China","40.7386016846","114.930000305","2347","8","N","airport","OurAirports"
"ZBES","YIE","Arxan Yi'ershi Airport","Arxan","China","47.3106","119.9117","2925","8","N","airport","OurAirports"
"ZGHY","HNY","Hengyang Nanyue Airport","Hengyang","China","26.9053","112.627998","0","8","N","airport","OurAirports"
"ZUHY","AHJ","Hongyuan Airport","Ngawa","China","32.53154","102.35224","11600","8","N","airport","OurAirports"
"ZKWS","WOS","Wonsan Kalma International Airport","Wonsan","North Korea","39.166801","127.486","7","8.5","N","airport","OurAirports"
"UGMS","\N","Mestia Queen Tamar Airport","Mestia","Georgia","43.053597","42.749012","4778","5","N","airport","OurAirports"
"URMS","IGT","Magas Airport","Magas","Russia","43.3222999573","45.0125999451","1165","3","N","airport","OurAirports"
"KASN","ASN","Talladega Municipal Airport","Talladega","United States","33.569900512699995","-86.05090332030001","529","-5","A","airport","OurAirports"
"KGMU","GMU","Greenville Downtown Airport","Greenville","United States","34.8479003906","-82.34999847410002","1048","-4","A","airport","OurAirports"
"KMKT","\N","Mankato Regional Airport","Mankato","United States","44.22159958","-93.91870117","1021","-6","A","airport","OurAirports"
"TUPA","NGD","Captain Auguste George Airport","Anegada","British Virgin Islands","18.72719955444336","-64.32969665527344","9","-4","U","airport","OurAirports"
"KTOI","TOI","Troy Municipal Airport at N Kenneth Campbell Field","Troy","United States","31.860399","-86.012101","398","-5","A","airport","OurAirports"
"KSCD","\N","Merkel Field Sylacauga Municipal Airport","Sylacauga","United States","33.17179870605469","-86.30549621582031","569","-5","A","airport","OurAirports"
"KEDN","ETS","Enterprise Municipal Airport","Enterprise","United States","31.29969978","-85.89990234","361","-5","A","airport","OurAirports"
"KRYN","\N","Ryan Field","Tucson","United States","32.1422004699707","-111.1750030517578","2417","-7","A","airport","OurAirports"
"AYEF","EFG","Efogi Airport","Efogi","Papua New Guinea","-9.15380555556","147.659805556","3900","10","N","airport","OurAirports"
"AYKQ","KGW","Kagi Airport","Kagi","Papua New Guinea","-9.13591666667","147.669444444","4200","10","N","airport","OurAirports"
"AYNC","NDN","Nadunumu Airport","Nadunumu","Papua New Guinea","-9.14355555556","147.68425","5100","10","N","airport","OurAirports"
"AYBD","BNM","Bodinumu Airport","Bodinumu","Papua New Guinea","-9.10777777778","147.666722222","3700","10","N","airport","OurAirports"
"KALX","ALX","Thomas C Russell Field","Alexander City","United States","32.914699554399995","-85.9629974365","686","-5","A","airport","OurAirports"
"YPKT","PKT","Port Keats Airport","Wadeye","Australia","-14.25","129.5290069580078","91","9.5","O","airport","OurAirports"
"YGPT","GPN","Garden Point Airport","Pirlangimpi","Australia","-11.40250015258789","130.4219970703125","90","9.5","O","airport","OurAirports"
"EDHS","\N","Stade Airport","Stade","Germany","53.56111145019531","9.499167442321776","62","1","E","airport","OurAirports"
"KMMK","\N","Meriden Markham Municipal Airport","Meriden","United States","41.50870132446289","-72.82949829101562","103","-5","A","airport","OurAirports"
"YFLS","\N","Flinders Island Airport","Elliston","Australia","-33.730989","134.501","0","9.5","O","airport","OurAirports"
"LSZO","\N","Luzern-Beromunster Airport","Lucerne","Switzerland","47.18999862670898","8.204719543457031","2146","1","E","airport","OurAirports"
"LFTN","\N","La Grand'combe Airport","La Grand'Combe","France","44.24440002441406","4.012219905853272","1647","1","E","airport","OurAirports"
"OTHH","DOH","Hamad International Airport","Doha","Qatar","25.273056","51.608056","13","3","N","airport","OurAirports"
"CYNR","HZP","Fort Mackay / Horizon Airport","Wood Buffalo","Canada","57.3816986084","-111.700996399","916","-7","A","airport","OurAirports"
"CEW9","\N","Canmore Municipal Heliport","Canmore","Canada","51.07780075069999","-115.337997437","4296","-7","A","airport","OurAirports"
"UIAE","\N","Krasnokamensk Airport","Krasnokamensk","Russia","50.03310775756836","118.06114196777344","2139","9","N","airport","OurAirports"
"KRJD","\N","Ridgely Airpark","Ridgely","United States","38.97010040283203","-75.86630249023438","64","-5","A","airport","OurAirports"
"KUWL","\N","New Castle Henry Co. Municipal Airport","New Castle","United States","39.87590027","-85.32649994","1088","-4","A","airport","OurAirports"
"KTQK","\N","Scott City Municipal Airport","Scott City","United States","38.47430038452149","-100.88500213623048","2963","-5","A","airport","OurAirports"
"KHDE","HDE","Brewster Field","Holdredge","United States","40.452099","-99.336502","2313","-5","A","airport","OurAirports"
"KPTT","PTT","Pratt Regional Airport","Pratt","United States","37.70159912","-98.74690247","1953","-5","A","airport","OurAirports"
"UAON","\N","Yubileyniy Airfield","Baikonur","Kazakhstan","46.05500030517578","63.25","328","6","U","airport","OurAirports"
"KAHQ","\N","Wahoo Municipal Airport","Wahoo","United States","41.2412986755","-96.59400177","1224","-5","A","airport","OurAirports"
"KLXN","LXN","Jim Kelly Field","Lexington","United States","40.7910003662","-99.7772979736","2413","-5","A","airport","OurAirports"
"K19S","\N","Sublette Municipal Airport","Sublette","United States","37.49140167","-100.8300018","2908","-5","A","airport","OurAirports"
"KCBF","CBF","Council Bluffs Municipal Airport","Council Bluffs","United States","41.2592010498","-95.760597229","1253","-5","A","airport","OurAirports"
"KOKK","OKK","Kokomo Municipal Airport","Kokomo","United States","40.528198242188","-86.05899810791","830","-4","A","airport","OurAirports"
"K2K7","\N","Neodesha Municipal Airport","Neodesha","United States","37.43539810180664","-95.64610290527344","841","-5","A","airport","OurAirports"
"AK59","\N","King Ranch Airport","Sutton","United States","61.79560089111328","-148.35499572753906","1350","-8","A","airport","OurAirports"
"KEHA","\N","Elkhart Morton County Airport","Elkhart","United States","37.000702","-101.879997","3622","-5","A","airport","OurAirports"
"KFTG","\N","Front Range Airport","Denver","United States","39.785301208496094","-104.54299926757812","5512","-6","A","airport","OurAirports"
"KGBG","GBG","Galesburg Municipal Airport","Galesburg","United States","40.9379997253","-90.431098938","764","-5","A","airport","OurAirports"
"KGUY","GUY","Guymon Municipal Airport","Guymon","United States","36.6851005554","-101.508003235","3123","-5","A","airport","OurAirports"
"KMEJ","\N","Meade Municipal Airport","Meade","United States","37.27690124511719","-100.3560028076172","2529","-5","A","airport","OurAirports"
"MO00","\N","Turkey Mountain Estates Airport","Shell Knob","United States","36.59170150756836","-93.66690063476562","1000","-5","A","airport","OurAirports"
"KULS","\N","Ulysses Airport","Ulysses","United States","37.60400009","-101.3740005","3071","-5","A","airport","OurAirports"
"CO00","\N","Flagler Aerial Spraying Inc Airport","Flagler","United States","39.27999877929688","-103.06700134277344","4945","-6","A","airport","OurAirports"
"KIDP","IDP","Independence Municipal Airport","Independence","United States","37.1584014893","-95.7783966064","825","-5","A","airport","OurAirports"
"K3AU","\N","Augusta Municipal Airport","Augusta","United States","37.67160034179688","-97.0779037475586","1328","-5","A","airport","OurAirports"
"KLQR","\N","Larned Pawnee County Airport","Larned","United States","38.20859909","-99.08599854","2012","-5","A","airport","OurAirports"
"KLZZ","\N","Lampasas Airport","Lampasas","United States","31.106199264526367","-98.1958999633789","1215","-5","A","airport","OurAirports"
"KBYY","BBC","Bay City Municipal Airport","Bay City","United States","28.9733009338","-95.8635025024","45","-5","A","airport","OurAirports"
"KPRX","PRX","Cox Field","Paris","United States","33.636600494385","-95.450798034668","547","-5","A","airport","OurAirports"
"KCFV","CFV","Coffeyville Municipal Airport","Coffeyville","United States","37.09400177","-95.5718994141","754","-5","A","airport","OurAirports"
"24SC","\N","The Farm Airport","Summit","United States","33.93579864501953","-81.42970275878906","580","-4","A","airport","OurAirports"
"KGXY","GXY","Greeley–Weld County Airport","Greeley","United States","40.4374008179","-104.633003235","4697","-7","A","airport","OurAirports"
"KM01","\N","General Dewitt Spain Airport","Memphis","United States","35.20069885","-90.05400085","225","-4","A","airport","OurAirports"
"UUOR","OEL","Oryol Yuzhny Airport","Oakley","United States","52.9347000122","36.0022010803","656","-5","A","airport","OurAirports"
"KFET","FET","Fremont Municipal Airport","Fremont","United States","41.44910049","-96.52020264","1204","-5","A","airport","OurAirports"
"KLGD","LGD","La Grande/Union County Airport","La Grande","United States","45.2901992798","-118.007003784","2717","-7","A","airport","OurAirports"
"EPSY","SZY","Olsztyn-Mazury Airport","Szczytno-Szymany","Poland","53.481899","20.9377","463","1","E","airport","OurAirports"
"KMPO","MPO","Pocono Mountains Municipal Airport","Mount Pocono","United States","41.137503","-75.378897","1915","-5","A","airport","OurAirports"
"KUKT","UKT","Quakertown Airport","Quakertown","United States","40.435199737549","-75.381896972656","526","-5","A","airport","OurAirports"
"CYBA","YBA","Banff Airport","Banff","Canada","51.2073404699","-115.541861057","4583","-7","A","airport","OurAirports"
"EKNB","\N","Nordborg Flyveplads","Nordborg","Denmark","55.07485","9.753379","0","1","E","airport","OurAirports"
"KBNG","BNG","Banning Municipal Airport","Banning","United States","33.9230995178","-116.850997925","2219","-8","A","airport","OurAirports"
"EDFL","\N","Gießen-Lützellinden Airport","Giessen","Germany","50.543888092041016","8.590277671813965","755","1","E","airport","OurAirports"
"LHTL","\N","Tököl Airport","Budapest","Hungary","47.345298767100005","18.9808006287","318","1","E","airport","OurAirports"
"KOFK","OFK","Karl Stefan Memorial Airport","Norfolk  Nebraska","United States","41.985500335693","-97.435096740723","1573","-6","A","airport","OurAirports"
"HUKO","\N","Kotido Airport","Kotido","Uganda","2.953","34.1232","4020","3","N","airport","OurAirports"
"HUKJ","\N","Kajjansi Airfield","Kampala","Uganda","0.1968","32.55297","3743","3","N","airport","OurAirports"
"KAWO","\N","Arlington Municipal Airport","Arlington","United States","48.16070175","-122.1589966","142","-8","A","airport","OurAirports"
"SNZR","\N","Paracatu Airport","Paracatu","Brazil","-17.242599487304688","-46.88309860229492","2359","-3","S","airport","OurAirports"
"SNKF","\N","Das Bandeirinhas Airport","Conselheiro Lafaiete","Brazil","-20.738585","-43.797444","3478","-3","S","airport","OurAirports"
"SNAP","\N","Janaúba Airport","Janauba","Brazil","-15.732","-43.323102","1732","-3","S","airport","OurAirports"
"SNTO","TFL","Juscelino Kubitscheck Airport","Teofilo Otoni","Brazil","-17.89229965209961","-41.51359939575195","1572","-3","S","airport","OurAirports"
"SNBM","\N","Cristiano Ferreira Varella Airport","Muriae","Brazil","-21.126100540161133","-42.39440155029297","886","-3","S","airport","OurAirports"
"KTPF","TPF","Peter O Knight Airport","Tampa","United States","27.915599822998","-82.44930267334","8","-5","U","airport","OurAirports"
"LFYL","\N","Lure Malbouhans Air Base","Malbouhans","France","47.7047","6.54583","1040","1","E","airport","OurAirports"
"SDTK","\N","Parati Airport","Paraty","Brazil","-23.2243995667","-44.720298767100005","10","-3","S","airport","OurAirports"
"SBBZ","BZC","Umberto Modiano Airport","Buzios","Brazil","-22.770999908447266","-41.96289825439453","10","-3","S","airport","OurAirports"
"SDAG","\N","Angra dos Reis Airport","Angra dos Reis","Brazil","-22.97529983520508","-44.30709838867188","10","-3","S","airport","OurAirports"
"SDUN","ITP","Itaperuna Airport","Itaperuna","Brazil","-21.2192993164","-41.8759002686","410","-3","S","airport","OurAirports"
"SDMC","\N","Maricá Airport","Marica","Brazil","-22.9195","-42.830898","13","-3","S","airport","OurAirports"
"SDRS","REZ","Resende Airport","Resende","Brazil","-22.4785003662","-44.4803009033","1320","-3","S","airport","OurAirports"
"SDSK","\N","Saquarema Airport","Saquarema","Brazil","-22.92972183227539","-42.50694274902344","26","-3","S","airport","OurAirports"
"CEG4","\N","Drumheller Municipal Airport","Drumheller","Canada","51.49639892578125","-112.7490005493164","2597","-7","A","airport","OurAirports"
